"key","contexto","uso","es","en"
"t_b71b2bf91704_c483","SampleScene:CentroDelJardin/TodaviaNOCentroJArdin","Dialogo","Esta zona se desbloqueará más tarde.","This area will unlock later."
"t_f7e1b9c4fa0e","SampleScene:Ciudad1/MaryYLilith","Dialogo","¡Ey, Lilith! ¿Cómo lo llevas? Déjame adivinar… ¿el casero volvió a pasar a ofrecerte trabajar para él?","Hey, Lilith! How are you holding up? Let me guess… the landlord came by again to offer you work for him?"
"t_5be54941a63e","SampleScene:Ciudad1/MaryYLilith","Dialogo","Te diré algo, paga bastante bien, pero… bueno, ya sabes, es un trabajo pesado. Jajaja","I'll tell you something, it pays pretty well, but… well, you know, it's hard work. Hahaha"
"t_acd806d7993a","SampleScene:Ciudad1/MaryYLilith","Dialogo","Por cierto, esta noche voy al bar nuevo de la esquina. Si te apetece despejarte un rato, nos vemos allí.","By the way, tonight I'm going to the new bar on the corner. If you feel like clearing your head, I'll see you there."
"t_13b8d65e4c95","SampleScene:Ciudad1/MaryYLilith","Dialogo","Aquí tienes una nota con las indicaciones para llegar, no vaya a ser que te pierdas.","Here's a note with directions to get there, just in case you get lost."
"t_8294deb64fac","SampleScene:Ciudad1/MaryYLilith","Dialogo","Gracias… quizá me pase. Al fin y al cabo, no tengo nada mejor que hacer.","Thanks… maybe I'll stop by. It's not like I have anything better to do."
"t_85f6612a350f","SampleScene:Ciudad1/Nota4","Nota de lore","EL VOCERO DE LA CIUDAD — Edición de la Mañana
 
FECHA: Viernes, 11 de Octubre de 2024
 
MISTERIO EN EL DISTRITO SUR: SE ELEVA A SEIS EL NÚMERO DE JÓVENES DESAPARECIDOS ESTE MES 

La policía local continúa desconcertada ante la total ausencia de pistas. Las víctimas, todas de entre 20 y 26 años, parecen haberse marchado por voluntad propia sin dejar rastros de violencia.
 

Por: J. Martínez.

Lo que al principio se consideraron casos aislados de fugas voluntarias ya es tratado por la inspectora jefe como una prioridad absoluta. El patrón se repite con una precisión alarmante: los pisos de los desaparecidos se encuentran intactos, con las llaves puestas por dentro, luces encendidas y, en dos de los casos, la cena aún servida en la mesa.

""No hay cerraduras forzadas, ni señales de lucha. Es como si simplemente hubieran escuchado una llamada en mitad de la noche, hubieran abierto la puerta y salido a la calle para no volver"", declaran fuentes de la investigación. 


...","THE CITY VOICE — Morning Edition
 
DATE: Friday, October 11, 2024
 
MYSTERY IN THE SOUTH DISTRICT: NUMBER OF YOUNG PEOPLE MISSING THIS MONTH RISES TO SIX 

Local police remain baffled by the total absence of leads. The victims, all between 20 and 26 years old, appear to have left of their own accord without leaving any trace of violence.
 

By: J. Martínez.

What were at first considered isolated cases of voluntary disappearance are now being treated by the chief inspector as an absolute priority. The pattern repeats with alarming precision: the apartments of the missing are found intact, the keys still in the locks on the inside, the lights on and, in two of the cases, dinner still served on the table.

""There are no forced locks, no signs of a struggle. It is as if they had simply heard a call in the middle of the night, opened the door and walked out into the street never to return,"" sources close to the investigation say. 


..."
"t_87a77c5a8c0a","SampleScene:Ciudad1/PeterYLilith","Dialogo","Estoy harto del curro, tío. Cada día es lo mismo. Si no renuncio pronto, me van a encontrar muerto en esa oficina.","I'm sick of the job, man. Every day is the same. If I don't quit soon, they'll find me dead in that office."
"t_c1d57c4d6300","SampleScene:Ciudad1/PeterYLilith","Dialogo","Ey, Lilith… tengo de nuevo el producto que te gusta. Ya sabes, el de siempre.","Hey, Lilith… I've got that product you like again. You know, the usual."
"t_e1af51667167","SampleScene:Ciudad1/PeterYLilith","Dialogo","Cinco dólares el gramo. No te preocupes, es de buena calidad.","Five bucks a gram. Don't worry, it's good quality."
"t_a8e1ad4a6ffd","SampleScene:Ciudad1/PeterYLilith","Dialogo","¿Cinco dólares? Oye, recuerda que la última vez te cubrí las espaldas cuando casi te pilla el casero en el pasillo.","Five bucks? Hey, remember last time I covered for you when the landlord almost caught you in the hallway."
"t_d104ff59de20","SampleScene:Ciudad1/PeterYLilith","Dialogo","Vale, vale, no hace falta que me eches en cara mis deudas.","Okay, okay, no need to throw my debts in my face."
"t_c120726d41b1","SampleScene:Ciudad1/PeterYLilith","Dialogo","Toma, esta es por cuenta de la casa. Pero que no se te suba a la cabeza, ¿eh?","Here, this one's on the house. But don't let it go to your head, all right?"
"t_bfc8f481e9fe","SampleScene:Ciudad1/PeterYLilith","Dialogo","(obtienes bolsa de Nieve Negra)","(you obtain a bag of Black Snow)"
"t_64ca93f83bb2","SampleScene:Ciudad1/PeterYLilith","Nombre de hablante","Peter","Peter"
"t_5d6282872f3b","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","¿Qué haces aquí fuera empapada? No me digas que el grandote de la puerta no te deja entrar… jajaja","What are you doing out here soaking wet? Don't tell me the big guy on the door won't let you in… hahaha"
"t_0e1794c2ecc3","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Si quieres, puedo montar un escándalo.","If you want, I can make a scene."
"t_a2da69a4448f","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Ya sabes, gritar, fingir que me desmayo o romper una botella… lo que elijas.","You know: scream, fake a fainting spell, smash a bottle… your pick."
"t_22cef6d3fa48","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Pero eso sí, no trabajo gratis. ¿No tendrás por ahí algo de ese nuevo producto que te deja volando?","But I don't work for free. You wouldn't happen to have any of that new stuff that gets you flying?"
"t_bb83c697d519","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Agh… En fin, quería quedarme eso para mí pero esta noche prefiero entretenerme de otra manera.","Agh… Anyway, I wanted to keep that for myself but tonight I'd rather entertain myself another way."
"t_262321039627","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Supongo que no me quedará otra opción.","I guess I won't have any other choice."
"t_56947e42f124","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","(Ya no tienes Nieve Negra)","(You no longer have Black Snow)"
"t_8a7d12154175","SampleScene:Ciudad2/Cairen/ConversacionTraperoConNieve","Dialogo","Perfecto, cruza a la otra acera y verás la magia.","Perfect, cross to the other sidewalk and watch the magic."
"t_5d6282872f3b_0304","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","¿Qué haces aquí fuera empapada? No me digas que el grandote de la puerta no te deja entrar… jajaja","What are you doing out here soaking wet? Don't tell me the big guy on the door won't let you in… hahaha"
"t_0e1794c2ecc3_68ff","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Si quieres, puedo montar un escándalo.","If you want, I can make a scene."
"t_a2da69a4448f_93b2","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Ya sabes, gritar, fingir que me desmayo o romper una botella… lo que elijas.","You know: scream, fake a fainting spell, smash a bottle… your pick."
"t_22cef6d3fa48_20db","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Pero eso sí, no trabajo gratis. ¿No tendrás por ahí algo de ese nuevo producto que te deja volando?","But I don't work for free. You wouldn't happen to have any of that new stuff that gets you flying?"
"t_751508cce773","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Pues no, no tengo nada de eso que tu dices que te deja volando, si no ya me lo hubiese tomado yo… jajaja","Nope, I've got nothing that gets anyone flying. If I did I'd have taken it myself already… hahaha"
"t_229af88c28b6","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Venga va, por unos 5 dólares monto un escándalo y me llevo al segurata.","Come on, for five bucks I'll make a scene and pull the bouncer away."
"t_13613d7fd10e","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Te vendes muy caro, ¿qué te crees, piensas que soy un cajero?","You don't come cheap. What do you take me for, an ATM?"
"t_9771640f2460","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Ugh… bueno, me lo quiero pasar bien así que toma.","Ugh… fine, I want to have a good night, so here."
"t_1b65d0869d99","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","(Entregas 5 dólares)","(You hand over five dollars)"
"t_1f0d9c47fe50","SampleScene:Ciudad2/Cairen/ConversacionTraperoSinNieve","Dialogo","Muy bien, cruza a la otra acera y verás la magia","Perfect. Cross to the other side of the street and watch the magic"
"t_8e5bbd7ab908","SampleScene:Ciudad2/Cairen/TraperoConSegurata","Dialogo","¡Eh, portero! ¡Deja de mirar tan feo, que pareces una estatua! ¡Vamos a bailar todos, esto es una fiesta!","Hey, doorman! Stop scowling like that, you look like a statue! Everybody dance, this is a party!"
"t_c53a7b04a79c","SampleScene:Ciudad2/Cairen/TraperoConSegurata","Dialogo","¡Otra vez tú! Ya te dije que si te veía aquí, te iba a sacar a patadas.","You again! I already told you that if I saw you here, I'd kick you right out."
"t_fee89d1d5ae9","SampleScene:Ciudad2/Cairen/TraperoConSegurata","Dialogo","(Perfecto... es mi oportunidad)","(Perfect... this is my chance)"
"t_618676191fd3","SampleScene:Ciudad2/Cairen/TraperoConSegurata","Nombre de hablante","Portero","Doorman"
"t_83d1b716105f","SampleScene:Ciudad2/ColliderCalle","Dialogo","No puedes pasar hasta parar el tráfico.","You can't cross until you stop the traffic."
"t_191ae8795935","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","¿Te fijaste en esos semáforos? A veces parece que se encienden solos… como si todavía funcionaran.","Did you notice those traffic lights? Sometimes they seem to come on by themselves… like they still worked."
"t_5c9c768bdbbe","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","Sí. Lo curioso es que la luz roja parpadea en más semáforos.","Yeah. The strange part is that the red light flashes on more of them."
"t_f0b1b16df8a7","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","Creo que la vi parpadear dos veces en dos semáforos diferentes.","I think I saw it flash twice, on two different lights."
"t_ad59a8908358","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","¿Dos veces? Qué raro. Yo conté solo una vez el verde después de eso.","Twice? That's odd. I only counted the green once after that."
"t_78450ad043fd","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","Antes de que se apagasen vi que el amarillo también se encendió en bastantes semáforos.","Before they went out I saw the yellow come on in quite a few of them too."
"t_4d86df6dac86","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","Bah, seguro es solo un fallo eléctrico","Bah, it's probably just an electrical fault"
"t_90dae35b5a9d","SampleScene:Ciudad2/NPCs/NPCSConversacion","Dialogo","Sí, además empieza a hacer frío. Ojalá encontremos algo abierto para tomar algo","Yeah, and it's getting cold. I hope we find somewhere open for a drink"
"t_191ae8795935_7b7d","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","¿Te fijaste en esos semáforos? A veces parece que se encienden solos… como si todavía funcionaran.","Did you notice those traffic lights? Sometimes they seem to come on by themselves… like they still worked."
"t_5c9c768bdbbe_5fce","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","Sí. Lo curioso es que la luz roja parpadea en más semáforos.","Yeah. The strange part is that the red light flashes on more of them."
"t_f0b1b16df8a7_7f0b","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","Creo que la vi parpadear dos veces en dos semáforos diferentes.","I think I saw it flash twice, on two different lights."
"t_ad59a8908358_2f5a","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","¿Dos veces? Qué raro. Yo conté solo una vez el verde después de eso.","Twice? That's odd. I only counted the green once after that."
"t_78450ad043fd_0c3e","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","Antes de que se apagasen vi que el amarillo también se encendió en bastantes semáforos.","Before they went out I saw the yellow come on in quite a few of them too."
"t_4d86df6dac86_e672","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","Bah, seguro es solo un fallo eléctrico","Bah, it's probably just an electrical fault"
"t_90dae35b5a9d_afb9","SampleScene:Ciudad2/NPCs/NPCSConversacionRepetitivo","Dialogo","Sí, además empieza a hacer frío. Ojalá encontremos algo abierto para tomar algo","Yeah, and it's getting cold. I hope we find somewhere open for a drink"
"t_31b764c068da","SampleScene:Ciudad2/Nota5","Nota de lore","¿SIENTES QUE TUS HILOS SE ESTÁN ROMPIENDO? 

Centro de Reposo y Renovación ""NUEVO BROTE"" 

¿El peso de la ciudad es demasiado grande para tus hombros? ¿Sientes que caminas por la vida arrastrando promesas rotas, deudas y un vacío en el pecho que nadie comprende? 

No tienes por qué hacerlo sola. 

En Nuevo Brote te ofrecemos un retiro de sanación espiritual y física completamente gratuito, lejos del ruido destructivo de la sociedad. 

- Liberación de cargas: Aprende a cortar los lazos que te atan al sufrimiento. 
- Una verdadera familia: Déjate guiar por nuestro Mentor y encuentra un hogar donde no serás juzgada. 
- El Néctar de la calma: Descubre nuestros compuestos botánicos exclusivos diseñados para apagar la ansiedad de tu mente. 

«Porque no es crueldad cortar lo que ya está quebrado; es un acto de amor darte una tierra nueva donde florecer».


...","DO YOU FEEL YOUR THREADS ARE BREAKING? 

""NEW SPROUT"" Center for Rest and Renewal 

Is the weight of the city too much for your shoulders? Do you feel that you walk through life dragging broken promises, debts and an emptiness in your chest that no one understands? 

You do not have to do it alone. 

At New Sprout we offer you a completely free spiritual and physical healing retreat, far from the destructive noise of society. 

- Release from your burdens: Learn to cut the ties that bind you to suffering. 
- A true family: Let our Mentor guide you and find a home where you will not be judged. 
- The Nectar of calm: Discover our exclusive botanical compounds designed to quiet the anxiety in your mind. 

«Because it is not cruelty to cut away what is already broken; it is an act of love to give you new soil in which to flower».


..."
"t_a68a43e18dce","SampleScene:Ciudad2/Segurata/ConversacionSegurata","Dialogo","Con esas pintas no te voy a dejar pasar.","Looking like that, I'm not letting you in."
"t_d8614db54010","SampleScene:Ciudad2/Segurata/ConversacionSegurata","Dialogo","(Madre mía, que pesado es...)","(God, this guy is such a pain...)"
"t_3a1211bbf356","SampleScene:Comedor/AvisoCairenAphaLilith","Dialogo","Perdona, Lilith. Acabo de ver a Alpha, y me ha pedido que te avise de que te está esperando en la plaza.","Sorry, Lilith. I just saw Alpha, and he asked me to let you know that he's waiting for you in the square."
"t_03193161642d","SampleScene:Comedor/AvisoCairenAphaLilith","Dialogo","No parece nada grave, tranquila, solo quiere hablar contigo un momento.","It doesn't seem serious, don't worry, he just wants to talk to you for a moment."
"t_f96095384c61","SampleScene:Comedor/AvisoCairenAphaLilith","Dialogo","Será mejor que vayas, no le gusta que le hagan esperar, ya sabes cómo es.","You'd better go, he doesn't like being kept waiting, you know how he is."
"t_84bf73f323ea","SampleScene:Comedor/AvisoCairenAphaLilith","Dialogo","Ah… claro. No quiero hacerle esperar. Gracias, Cairen.","Ah… right. I don't want to keep him waiting. Thanks, Cairen."
"t_031407e5d609","SampleScene:Comedor/JorahYLilithComedor (+1)","Nombre de hablante","Jorah","Jorah"
"t_7331a9b222bb","SampleScene:Comedor/JorahYLilithComedor","Dialogo","¡Lilith, qué sorpresa volverte a ver!","Lilith, what a surprise to see you again!"
"t_bfd25e745e85","SampleScene:Comedor/JorahYLilithComedor","Dialogo","Me ha dicho Cairen que te dé un poco más de lo que le doy a los demás. Pues aquí tienes, disfrutalo.","Cairen told me to give you a little more than I give the others. So here you go, enjoy it."
"t_203756a0944a","SampleScene:Comedor/JorahYLilithComedor","Dialogo","Gracias Jorah, no se lo cuentes a nadie ehh","Thanks Jorah, don't tell anyone ehh"
"t_bc7fac9fdd57","SampleScene:Comedor/LilithAmaraComedor","Dialogo","¡Silas nos ha dicho que estás ayudando! Muchas gracias!","Silas told us you're helping out! Thank you so much!"
"t_f5b11b852d35","SampleScene:Comedor/LilithAmaraComedor","Dialogo","Es tan bonito saber que los nuevos ya forman parte de la familia desde el primer día","It's so lovely knowing the new ones are part of the Family from day one"
"t_ae5d1660c06f","SampleScene:Comedor/LilithCairenComedor","Dialogo","Mira Lilith, es esta mesa de aquí.","Look, Lilith, it's this table here."
"t_03e9d7c46cd3","SampleScene:Comedor/LilithCairenComedor","Dialogo","He preparado unas pequeñas indicaciones según las preferencias de cada comensal.","I've written up a few little notes based on each guest's preferences."
"t_55645564379b","SampleScene:Comedor/LilithCairenComedor","Dialogo","¿Y qué es lo que se supone que tengo que hacer?","And what exactly am I supposed to do?"
"t_c665e5c01b03","SampleScene:Comedor/LilithCairenComedor","Dialogo","Nada complicado, te lo prometo.","Nothing complicated, I promise."
"t_e99f195f255c","SampleScene:Comedor/LilithCairenComedor","Dialogo","Solo colócalos donde creas que estarán más cómodos, para que todos puedan disfrutar en paz de la comida.","Just seat them wherever you think they'll be most comfortable, so everyone can enjoy the meal in peace."
"t_616c4e2f0e64","SampleScene:Comedor/LilithCairenComedor","Dialogo","Mientras te encargas de eso, yo aprovecharé para revisar algunos detalles en la cocina.","While you take care of that, I'll go over a few details in the kitchen."
"t_82b1141c12e6","SampleScene:Comedor/LilithCairenComedor","Dialogo","Gracias por tu ayuda, Lilith. Es bonito tener a alguien dispuesto a colaborar desde el primer día.","Thanks for your help, Lilith. It's nice to have someone willing to pitch in from day one."
"t_1692ebadb90f","SampleScene:Comedor/LilithCairenComedor","Dialogo","Has obtenido ""Instrucciones de la mesa""","You have obtained ""Table Instructions"""
"t_352cceceb5ff","SampleScene:Comedor/LilithGammaComedor","Dialogo","El Néctar es una locura... es mejor que cualquier mierda de la ciudad.","The Nectar is insane... it's better than any shit back in the city."
"t_da0e91616f45","SampleScene:Comedor/LilithLinComedor","Dialogo","Sí... aquí... Aquí puedo demostrar mi amor por Amara. Es lo que siempre he querido.","Yes... here... Here I can show my love for Amara. It's what I've always wanted."
"t_5b6002853e19","SampleScene:Comedor/LilithNPC1Comedor","Dialogo","Alfa dijo que con el tiempo, el Néctar te purifica por completo. Que te libera de todos tus demonios, espero que sea verdad.","Alpha said that in time, the Nectar purifies you completely. That it frees you from all your demons, I hope it's true."
"t_7ebf4ba1f239","SampleScene:Comedor/LilithNPC1Comedor","Nombre de hablante","NPC2","NPC2"
"t_b50f84f67f55","SampleScene:Comedor/LilithNPC2Comedor","Dialogo","A mí aún me tiemblan las manos, pero... es el primer día que las voces no me dicen... bueno, nada.","My hands still shake, but... this is the first day the voices haven't told me... well, anything."
"t_dd214be7b0ce","SampleScene:Comedor/LilithNPC2Comedor","Nombre de hablante","NPC1","NPC1"
"t_8402efb98a57","SampleScene:Comedor/LilithSilasComedor","Dialogo","¡Ah, uno de los nuevos! Ven, siéntate con nosotros.","Ah, one of the new ones! Come on, sit with us."
"t_85dac5db9897","SampleScene:Comedor/LilithSilasComedor","Dialogo","¿Lilith verdad?, esos dos son Lin y Amara, no he visto a nadie tan enamorados como ellos.","Lilith, right? Those two are Lin and Amara, I've never seen anyone as in love as them."
"t_0b57d0772810","SampleScene:Comedor/MisionHablarConElCocinero","Objetivo de mision","HABLA CON JORAH EN LA CABAÑA CENTRAL DEL COMEDOR","TALK TO JORAH IN THE CENTRAL CABIN OF THE DINING HALL"
"t_d0bb6122d018","SampleScene:Comedor/MisionPuzzleDeOsos","Objetivo de mision","USA LAS INSTRUCCIONES PARA COMPLETAR EL PUZZLE DE LA MESA PEQUEÑA","USE THE INSTRUCTIONS TO SOLVE THE PUZZLE ON THE SMALL TABLE"
"t_b97c7eec937a","SampleScene:Comedor/MisionVeALaPlazaConAlpha","Objetivo de mision","VE A LA PLAZA A HABLAR CON ALPHA","GO TO THE SQUARE TO TALK TO ALPHA"
"t_ae91e6c70fe7","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","¡Calma, hermanos! Mantengan la compostura. Delta se está encargando.","Calm, brothers! Keep your composure. Delta is taking care of it."
"t_96849b94b97f","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","Un desafortunado accidente con una roca suelta en el camino...","An unfortunate accident with a loose rock on the path..."
"t_62e4fbc32f6c","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","Estamos buscando en la zona para asegurar que no ha pasado nada","We are searching the area to make sure nothing else has happened"
"t_3f27bdba7da7","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","Beta ha llamado a Bortis a su lado. No fue en vano; su partida nos recuerda que incluso aquí, debemos ser cuidadosos.","Beta has called Bortis to their side. It was not in vain; his passing reminds us that even here, we must be careful."
"t_71c5842b4d0c","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","Que su sacrificio nos una más. Silas se encargará de preparar el cuerpo para el ritual de despedida.","May his sacrifice bind us closer. Silas will prepare the body for the farewell rite."
"t_ca4e7c119e8f","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","Por favor, regresen a sus cabañas y recen por su alma.","Please, return to your cabins and pray for his soul."
"t_36537665d5b2","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Dialogo","¡Por todos los santos! Él... él me ayudó a tejer apenas ayer... Qué destino tan cruel.","Good heavens! He... he helped me weave only yesterday... What a cruel fate."
"t_f0cd420723aa","SampleScene:Derrumbamiento/ConvGlobalDerrumbamiento","Nombre de hablante","NPC","NPC"
"t_4c3f92a2d08e","SampleScene:Derrumbamiento/FinMisionIrAVer","Objetivo de mision","COMPRUEBA QUE HA PASADO","FIND OUT WHAT HAPPENED"
"t_548f4a38a94c","SampleScene:Derrumbamiento/MisionFInalActo2","Objetivo de mision","VE AL ÁRBOL","GO TO THE TREE"
"t_f832ab962741","SampleScene:Derrumbamiento/MisionVeAHablarConAlpha","Objetivo de mision","VE AL CENTRO DEL JARDÍN A HABLAR CON ALPHA","GO TO THE CENTRAL GARDEN TO TALK TO ALPHA"
"t_4d9312f32574","SampleScene:Derrumbamiento/RecogerChapa","Dialogo","Su chapita... Se ve tan... trivial así, tirada. Alpha dijo que el árbol... ¿Qué pasará si llevo la chapa?","His ID badge... It looks so... trivial like that, lying there. Alpha said the tree... What'll happen if I take the badge?"
"t_22505e2bc550","SampleScene:Derrumbamiento/RecogerChapa","Dialogo","Has obtenido ""Chapa De Bortis""","You have obtained ""Bortis's ID Badge"""
"t_76c19d82732b","SampleScene:Entrada/HablaBoris","Dialogo","Hermanos y hermanas, bienvenidos a casa. Aquí dejáis atrás el mundo que os dio la espalda.","Brothers and sisters, welcome home. Here you leave behind the world that turned its back on you."
"t_896e66ff87c9","SampleScene:Entrada/HablaBoris","Dialogo","Aquí, vuestro trabajo tiene propósito, y vuestra vida, valor. Sois familia.","Here, your work has purpose, and your life, value. You are family."
"t_e6e66effabdc","SampleScene:Entrada/HablaBoris","Dialogo","Se os proporcionará una vivienda compartida para vosotros. Podéis poneros cómodos cuando entréis.","You will be provided with shared housing. You can make yourselves comfortable once you're inside."
"t_9a03801cdd27","SampleScene:Entrada/HablaBoris","Dialogo","Por favor id yendo a la zona de las casas.","Please start making your way to the houses area."
"t_2f761d71ccb1","SampleScene:Entrada/HablaBoris (+2)","Nombre de hablante","Bortis","Bortis"
"t_76c19d82732b_6e9b","SampleScene:Entrada/HablaBorisRepetitivo","Dialogo","Hermanos y hermanas, bienvenidos a casa. Aquí dejáis atrás el mundo que os dio la espalda.","Brothers and sisters, welcome home. Here you leave behind the world that turned its back on you."
"t_896e66ff87c9_4852","SampleScene:Entrada/HablaBorisRepetitivo","Dialogo","Aquí, vuestro trabajo tiene propósito, y vuestra vida, valor. Sois familia.","Here, your work has purpose, and your life, value. You are family."
"t_e6e66effabdc_3c92","SampleScene:Entrada/HablaBorisRepetitivo","Dialogo","Se os proporcionará una vivienda compartida para vosotros. Podéis poneros cómodos cuando entréis.","You will be provided with shared housing. You can make yourselves comfortable once you're inside."
"t_9a03801cdd27_e945","SampleScene:Entrada/HablaBorisRepetitivo","Dialogo","Por favor id yendo a la zona de las casas.","Please start making your way to the houses area."
"t_b71b2bf91704_fdbc","SampleScene:EntradaJardin/TodaviaNOEntradaJardin","Dialogo","Esta zona se desbloqueará más tarde.","This area will unlock later."
"t_984284765253","SampleScene:Estatuas/MisionPuzzleEstatuas","Objetivo de mision","RESUELVE EL PUZZLE DE LAS ESTATUAS PARA AVANZAR AL CENTRO DEL JARDÍN","SOLVE THE STATUE PUZZLE TO REACH THE CENTRAL GARDEN"
"t_c191733e1b74","SampleScene:Habitacion/CartasNovio","Dialogo","Hace dos días me dejó mi novio.","Two days ago my boyfriend left me."
"t_b691f7fb11b4","SampleScene:Habitacion/CartasNovio","Dialogo","Dice que no tengo metas y que me paso el día en casa… puf, supongo que tiene razón.","He says I have no goals and that I spend all day at home… pff, I guess he's right."
"t_9c945f7d73b7","SampleScene:Habitacion/CartasNovio","Dialogo","Aún recuerdo todas las cartas que nos enviábamos.","I still remember all the letters we used to send each other."
"t_00d8fa32f1f7","SampleScene:Habitacion/Nota2","Nota de lore","DATOS PERSONALES: -> Lilith [Apellido] — [Dirección de la casa actual] — Tel: [Tachado con fuerza] 

EDICACIÓN Y FORMACIÓN: 

- Bachillerato de Artes — Graduada. 
- Curso Superior de Ilustración Digital — (Incompleto). 

EXPERIENCIA LABORAL:  

- Asistente de tienda (Librería Central) — Hace 3 años (Duración: 6 meses).  
- Cajera a tiempo parcial (Supermercado Express) — Hace 2 años (Duración: 2 meses).   
- Desempleo 
- Desempleo 
- Desempleo


...","PERSONAL DETAILS: -> Lilith [Last name] — [Current home address] — Tel: [Scratched out hard] 

EDUCATION AND TRAINING: 

- High School Diploma in Arts — Graduated. 
- Advanced Course in Digital Illustration — (Incomplete). 

WORK EXPERIENCE:  

- Store assistant (Central Bookstore) — 3 years ago (Duration: 6 months).  
- Part-time cashier (Express Supermarket) — 2 years ago (Duration: 2 months).   
- Unemployed 
- Unemployed 
- Unemployed


..."
"t_2483d2af4e8b","SampleScene:HabitacionLilith/DialogoJarronYVelas","Dialogo","Que bien huelen, me recuerdan a cuando las cosas eran más simples. Espero que esto me de una nueva vida.","They smell so good. They remind me of when things were simpler. I hope this place gives me a new life."
"t_1459add8e160","SampleScene:HabitacionLilith/DialogoJarronYVelas","Dialogo","Mi madre solía poner estas flores en mi ventana, decía que espantaban la tristeza.","My mother used to put these flowers on my windowsill. She said they scared the sadness away."
"t_8cc66c672811","SampleScene:HabitacionLilith/DialogoJarronYVelas","Dialogo","Cuantos buenos recuerdos tengo de ella.","So many good memories of her."
"t_80b6cee24bb1","SampleScene:HabitacionLilith/DormirDialogo","Dialogo","Por fin podré dormir un poco. Estoy destrozada.","Finally I can get some sleep. I'm wrecked."
"t_c4d7e25cfd39","SampleScene:HabitacionLilith/Nota8","Nota de lore","ALPHA 

«Cuando los hilos del mundo exterior se enredan hasta ahogarte, el único camino es permitir que caigan. Ven a la tierra donde el invierno no puede tocarte». 

Bienvenida a casa, Lilith. Tu largo viaje por la oscuridad ha terminado. Descansa. Mañana empezaremos a desatar tus nudos. 


...","ALPHA 

«When the threads of the outside world tangle until they choke you, the only path is to let them fall. Come to the land where winter cannot touch you». 

Welcome home, Lilith. Your long journey through the darkness is over. Rest. Tomorrow we will begin to untie your knots. 


..."
"t_12b5521df7f6","SampleScene:HabitacionLilith2/BortisCasalilithDialogo","Dialogo","¿Qué tal tu estancia Lilith? Espero que todo te esté gustando","How's your stay going, Lilith? I hope you're liking everything"
"t_369fcef898bf","SampleScene:HabitacionLilith2/BortisCasalilithDialogo","Dialogo","La verdad que sí… no esperaba tanta amabilidad de vuestra parte","I really am… I didn't expect this much kindness from you all"
"t_0380e67da109","SampleScene:HabitacionLilith2/BortisCasalilithDialogo","Dialogo","Aquí todos somos familia, eso es lo de menos.","Here we're all family, that's the least of it."
